1713270190.577677,1713270191.026432
1713270199.073928,1713270199.525796
1713270207.599816,1713270208.053778
1713270233.517506,1713270233.969907
1713270242.066832,1713270242.522794
1713270250.637070,1713270251.088871
1713270259.314990,1713270259.771321
1713270267.932386,1713270268.386824
1713270276.542167,1713270276.998880
1713270285.224689,1713270285.681101
1713270293.849069,1713270294.303092
1713270302.402462,1713270302.853215
1713270310.958407,1713270311.408437
1713270336.555608,1713270337.007338
1713270345.098557,1713270345.549183
1713270353.716297,1713270354.166742
1713270362.396471,1713270362.849792
1713270370.965288,1713270371.417289
1713270379.538056,1713270379.989941
1713270388.109667,1713270388.561952
1713270396.674659,1713270397.133913
1713270405.279730,1713270405.733758
1713270413.820158,1713270414.293117
1713270422.469094,1713270422.917540
1713270431.136551,1713270431.588286
1713270439.768450,1713270440.227026
1713270448.467723,1713270448.918022
1713270457.074406,1713270457.526709
1713270465.721816,1713270466.174110
1713270474.295569,1713270474.746483
1713270482.904784,1713270483.361595
1713270491.746807,1713270492.198838
1713270500.311809,1713270500.768478
1713270508.901620,1713270509.354200
1713270517.438146,1713270517.889400
1713270526.111748,1713270526.561234
1713270534.850083,1713270535.307070
1713270543.426506,1713270543.878297
1713270552.078323,1713270552.534623
1713270560.746966,1713270561.201118
1713270569.380326,1713270569.829785
1713270577.983848,1713270578.437934
1713270586.574215,1713270587.025222
1713270595.231391,1713270595.690007
1713270603.831918,1713270604.286561
1713270612.670688,1713270613.122342
1713270621.371426,1713270621.821881
1713270630.024427,1713270630.474315
1713270638.660890,1713270639.111187
1713270647.257402,1713270647.711277
1713270655.834400,1713270656.287136
1713270664.494194,1713270664.947466
1713270673.051707,1713270673.502889
1713270681.705203,1713270682.158731
1713270690.447350,1713270690.898436
1713270699.014187,1713270699.465511
1713270707.529424,1713270707.987349
1713270716.146973,1713270716.597082
1713270724.782181,1713270725.234679
1713270733.503814,1713270733.956904
1713270742.083328,1713270742.533293
1713270750.658277,1713270751.110347
1713270759.237042,1713270759.690515
1713270767.849972,1713270768.303541
1713270776.465762,1713270776.917822
1713270785.050420,1713270785.501951
1713270793.685915,1713270794.138790
1713270802.292588,1713270802.741104
1713270810.964449,1713270811.417252
1713270819.599148,1713270820.054236
1713270828.235043,1713270828.691198
1713270836.868156,1713270837.322796
1713270845.488473,1713270845.941744
1713270854.174738,1713270854.626613
1713270862.772809,1713270863.224925
1713270888.544177,1713270888.998227
1713270897.285517,1713270897.738818
1713270905.959248,1713270906.409744
1713270914.617957,1713270915.070210
1713270923.265408,1713270923.718693
1713270931.907454,1713270932.360190
1713270940.531037,1713270940.982173
1713270949.116058,1713270949.571713
1713270957.667004,1713270958.117457
1713270966.317188,1713270966.766231
1713270975.027213,1713270975.482483
1713270983.545763,1713270983.998416
1713270992.182121,1713270992.646512
1713271000.765087,1713271001.217421
1713271009.340765,1713271009.798544
1713271018.016469,1713271018.469477
1713271026.679213,1713271027.140709
1713271035.259680,1713271035.709960
1713271043.893498,1713271044.346520
1713271052.616964,1713271053.069384
1713271061.222908,1713271061.672728
1713271069.849100,1713271070.303063
1713271078.415311,1713271078.865968
1713271087.020838,1713271087.473495
1713271095.731421,1713271096.181422
1713271104.397386,1713271104.850019
1713271113.006178,1713271113.458408
1713271121.649391,1713271122.101907
1713271130.287917,1713271130.742040
1713271138.942804,1713271139.400848
1713271147.528075,1713271147.981427
1713271156.165854,1713271156.626532
1713271164.717503,1713271165.169388
1713271173.360764,1713271173.818729
1713271182.010416,1713271182.461789
1713271190.635208,1713271191.094141
1713271199.301765,1713271199.752649
1713271208.166476,1713271208.621141
1713271216.766450,1713271217.217024
1713271242.500384,1713271242.963728
1713271268.436937,1713271268.890587
1713271277.104156,1713271277.557523
1713271285.728693,1713271286.177517
1713271294.432269,1713271294.885723
1713271303.035710,1713271303.490549
1713271311.620784,1713271312.080967
1713271320.222893,1713271320.678432
1713271328.893072,1713271329.345449
1713271337.673120,1713271338.125375
1713271346.279979,1713271346.733313
1713271354.842137,1713271355.293828
1713271363.448927,1713271363.902627
1713271372.092626,1713271372.550793
1713271380.621078,1713271381.069727
1713271389.171735,1713271389.622882
1713271397.718062,1713271398.164960
1713271406.262919,1713271406.712531
1713271414.845617,1713271415.297143
1713271423.441533,1713271423.898597
1713271432.047355,1713271432.497166
1713271457.640326,1713271458.098091
1713271466.234183,1713271466.689394
1713271474.844467,1713271475.301603
1713271483.425833,1713271483.877035
1713271492.029166,1713271492.480561
1713271500.588953,1713271501.041284
1713271509.227054,1713271509.693138
1713271517.906227,1713271518.361031
1713271526.597738,1713271527.044734
1713271535.229870,1713271535.682580
1713271543.928442,1713271544.381407
1713271552.615346,1713271553.066539
1713271561.260058,1713271561.714468
1713271569.887962,1713271570.346041
1713271578.520973,1713271578.978491
1713271587.235236,1713271587.689724
1713271613.163246,1713271613.618896
1713271621.841534,1713271622.298618
1713271630.590835,1713271631.041817
1713271639.217366,1713271639.669428
1713271647.754108,1713271648.210181
1713271656.407953,1713271656.861874
1713271665.117297,1713271665.570481
1713271673.808203,1713271674.261427
1713271682.409676,1713271682.862538
1713271690.956169,1713271691.409839
1713271699.623053,1713271700.074902
1713271708.325067,1713271708.793256
1713271716.947320,1713271717.403074
1713271725.634914,1713271726.090677
1713271734.254585,1713271734.710338
1713271742.933877,1713271743.390197
1713271751.553903,1713271752.006297
1713271760.128744,1713271760.583114
1713271768.696243,1713271769.150768
1713271777.324977,1713271777.778796
1713271786.171469,1713271786.626226
1713271794.847122,1713271795.300785
1713271803.422505,1713271803.872895
1713271811.983690,1713271812.438365
1713271820.649373,1713271821.102968
1713271829.328958,1713271829.783261
1713271838.024083,1713271838.478189
1713271846.614839,1713271847.066737
1713271855.252677,1713271855.706163
1713271863.857928,1713271864.314844
1713271872.484395,1713271872.936856
1713271881.096589,1713271881.557657
1713271889.697612,1713271890.149067
1713271898.372938,1713271898.829993
1713271907.089370,1713271907.541924
1713272001.616936,1713272002.070526
1713272010.209371,1713272010.662055
1713272018.898932,1713272019.350341
1713272027.621575,1713272028.073999
1713272036.254640,1713272036.704913
1713272044.866069,1713272045.323518
1713272053.548433,1713272054.001911
1713272062.239909,1713272062.689287
1713272070.873980,1713272071.329960
1713272079.588976,1713272080.041041
1713272088.248706,1713272088.703802
1713272096.870025,1713272097.325862
1713272105.558908,1713272106.015024
1713272114.214201,1713272114.670967

