pathSMF
10.148
10.265
10.182
10.242
10.153
10.253
10.149
10.222
10.157
10.165
10.166
10.167
10.163
10.167
10.177
10.155
10.180
10.157
10.185
10.194
10.158
10.153
10.150
10.150
10.190
10.177
10.192
10.156
10.276
10.160
10.216
10.166
10.190
10.157
10.251
10.261
10.270
10.146
10.153
10.158
10.155
10.151
10.196
10.180
10.162
10.240
10.179
10.153
10.302
10.157
10.190
10.179
10.177
10.279
10.156
10.187
10.153
10.176
10.154
10.198
10.153
10.156
10.289
10.280
10.265
10.158
10.164
10.292
10.156
10.183
10.181
10.167
10.149
10.179
10.174
10.193
10.160
10.166
10.191
10.211
10.153
10.151
10.290
10.270
10.274
10.163
10.163
10.160
10.248
10.265
10.202
10.221
10.272
10.164
10.150
10.152
10.150
10.154
10.162
10.195
10.152
10.159
10.175
10.251
10.157
10.299
10.163
10.173
10.158
10.157
10.163
10.184
10.249
10.163
10.183
10.179
10.156
10.187
10.153
10.201
10.156
10.201
10.194
10.163
10.193
10.149
10.260
10.186
10.190
10.195
10.150
10.310
10.153
10.166
10.251
10.273
10.155
10.157
10.146
10.154
10.202
10.179
10.185
10.186
10.187
10.156
10.332
10.165
10.163
10.163
10.144
10.165
10.169
10.155
10.178
10.151
10.150
10.165
10.151
10.158
10.136
10.159
10.156
10.154
10.193
10.265
10.151
10.152
10.182
10.182
10.184
10.173
10.149
10.184
10.200
10.197
10.226
10.163
10.163
10.185
10.185
10.173
10.161
10.162
10.160
10.179
10.269
10.162
10.187
10.165
10.188
10.171
10.194
10.156
10.166
10.161
10.178
10.165
10.187
10.163
