UPMF,SMF
464.2989730834961,453.6631107330322
462.1210193634033,452.96502113342285
466.7239284515381,448.75502586364746
462.7590274810791,450.6258964538574
465.1050662994385,452.6839256286621
464.4541835784912,451.25389099121094
463.86409759521484,453.27115058898926
462.68917083740234,446.99597358703613
464.8618793487549,454.15210723876953
461.8160820007324,451.7350196838379
468.4381580352783,454.0858268737793
467.9780101776123,457.1361541748047
464.7090530395508,456.9869041442871
462.4049758911133,452.3031711578369
462.64291763305664,451.3239860534668
465.15894889831543,450.75297355651855
462.6040554046631,450.10900497436523
462.7900218963623,456.32004737854004
465.2578926086426,453.45401763916016
467.20696449279785,456.0730457305908
465.064058303833,453.0220031738281
463.2179832458496,458.6160182952881
464.5891284942627,452.4199962615967
464.39600944519043,450.9141445159912
467.28302001953125,454.10609245300293
464.15806770324707,449.8879909515381
464.4360637664795,460.6781005859375
464.042911529541,452.73590087890625
461.0321617126465,449.04303550720215
461.7650604248047,450.5741596221924
460.7870674133301,453.48596572875977
465.3689956665039,452.5160789489746
463.94110679626465,457.7789306640625
462.908992767334,448.8239288330078
468.48894119262695,454.3030261993408
465.0809860229492,459.25402641296387
462.77976989746094,468.189001083374
466.0999870300293,453.3669948577881
461.7672061920166,455.8370113372803
464.55098152160645,450.0300884246826
464.39600944519043,457.05509185791016
465.14512062072754,451.13587379455566
463.5069465637207,455.6548595428467
466.7270278930664,454.64015007019043
462.73399353027344,452.8031349182129
465.6879997253418,456.3310146331787
468.4660530090332,451.8749713897705
461.90906524658203,452.65698432922363
460.07801055908203,452.0699977874756
463.4411430358887,453.28497886657715
461.75695419311523,455.7631015777588
461.9369602203369,453.9210796356201
461.3871669769287,453.64999771118164
463.0489444732666,451.14684104919434
464.2238712310791,452.55398750305176
466.32004737854004,456.91585540771484
466.56704902648926,452.0599842071533
461.56192779541016,452.23021507263184
464.8509120941162,457.9648971557617
463.9761543273926,455.0960063934326
462.6510238647461,452.5799751281738
465.9168815612793,453.6700248718262
462.178955078125,452.73613929748535
471.6248607635498,453.22394371032715
464.226016998291,452.7099132537842
460.7789611816406,456.6688537597656
463.95708084106445,453.70006561279297
462.8169631958008,453.30095291137695
462.9609680175781,451.53093338012695
465.47008514404297,451.6909122467041
467.7939510345459,452.1160125732422
463.8099765777588,454.48803901672363
461.4808654785156,452.3341655731201
467.0960998535156,451.8849849700928
465.05690574645996,452.00109481811523
469.7439765930176,450.0010013580322
463.1440734863281,449.48601722717285
464.7441005706787,453.1841278076172
467.50904083251953,453.5689353942871
465.7938575744629,451.0071277618408
463.3209800720215,449.8109817504883
461.7230987548828,451.40910148620605
463.0460834503174,451.86781883239746
465.6307792663574,453.00793647766113
465.1360607147217,448.64892959594727
463.89604568481445,457.08417892456055
466.33792877197266,449.4590759277344
464.8377990722656,450.44517517089844
465.55686950683594,456.1159610748291
463.0529975891113,453.3519744873047
461.65491104125977,450.6568908691406
466.43115043640137,454.67495918273926
464.2529582977295,452.06212997436523
466.9981098175049,454.8039436340332
489.83503341674805,453.3209800720215
462.1780014038086,453.52792739868164
461.69711112976074,455.08790016174316
460.78516006469727,453.4730911254883
463.3190727233887,457.7648639678955
462.3649215698242,451.18188858032227
463.7010192871094,463.34385871887207
465.0161361694336,453.81903648376465
462.44693756103516,452.6529312133789
463.83381843566895,452.2850513458252
460.41799545288086,451.5259265899658
461.7979621887207,452.2550106048584
462.1670341491699,449.6121406555176
463.2041549682617,451.73001289367676
465.7220935821533,455.7530879974365
462.12602615356445,454.0228843688965
464.6618461608887,450.4528045654297
464.9598693847656,451.45487785339355
461.63512229919434,457.5181007385254
459.13291931152344,461.06791496276855
463.0191421508789,451.2019157409668
462.8849124908447,450.272798538208
465.8830261230469,451.79104804992676
