1713266776.640747,1713266777.097471
1713266785.148170,1713266785.601216
1713266793.752760,1713266794.209377
1713266802.310386,1713266802.760020
1713266810.848336,1713266811.302021
1713266819.391255,1713266819.845066
1713266827.916636,1713266828.372324
1713266836.498072,1713266836.953490
1713266845.033526,1713266845.488849
1713266853.597074,1713266854.052889
1713266862.072900,1713266862.525026
1713266870.564317,1713266871.019476
1713266879.083689,1713266879.538240
1713266887.558909,1713266888.012113
1713266896.075567,1713266896.528326
1713266904.571427,1713266905.026265
1713266913.097611,1713266913.577446
1713266921.654880,1713266922.109937
1713266930.306267,1713266930.756600
1713266938.763302,1713266939.217136
1713266947.309998,1713266947.765079
1713266955.870656,1713266956.325798
1713266964.410336,1713266964.860338
1713266973.011051,1713266973.464565
1713266981.564774,1713266982.016590
1713266990.129173,1713266990.580718
1713266998.673862,1713266999.129814
1713267007.235281,1713267007.687686
1713267015.823123,1713267016.277268
1713267024.319045,1713267024.773441
1713267032.813430,1713267033.272622
1713267041.326163,1713267041.780240
1713267049.813800,1713267050.264579
1713267058.344352,1713267058.797003
1713267066.902521,1713267067.356975
1713267075.403725,1713267075.856869
1713267083.974987,1713267084.429696
1713267092.469435,1713267092.925318
1713267100.935699,1713267101.390160
1713267109.489669,1713267109.944531
1713267118.056546,1713267118.512884
1713267126.595146,1713267127.053584
1713267135.122347,1713267135.578141
1713267143.703530,1713267144.156748
1713267152.217607,1713267152.673020
1713267160.748665,1713267161.200754
1713267169.343185,1713267169.796204
1713267177.999639,1713267178.453797
1713267186.545666,1713267186.996288
1713267195.086727,1713267195.540925
1713267203.592577,1713267204.044756
1713267212.167104,1713267212.620579
1713267220.713371,1713267221.165736
1713267229.216017,1713267229.668195
1713267237.808949,1713267238.265009
1713267246.308510,1713267246.761153
1713267254.854813,1713267255.309934
1713267263.395361,1713267263.847965
1713267271.967569,1713267272.420549
1713267280.484058,1713267280.935863
1713267289.018171,1713267289.472277
1713267297.522887,1713267297.972965
1713267306.039064,1713267306.489849
1713267314.638529,1713267315.096038
1713267323.305207,1713267323.761774
1713267331.916370,1713267332.369331
1713267340.427900,1713267340.881912
1713267348.966217,1713267349.421493
1713267357.584410,1713267358.037144
1713267366.136694,1713267366.588391
1713267374.651760,1713267375.105112
1713267383.241629,1713267383.698356
1713267391.802486,1713267392.256350
1713267400.367190,1713267400.825656
1713267408.957001,1713267409.414795
1713267417.496812,1713267417.949054
1713267426.032316,1713267426.485133
1713267434.580317,1713267435.035172
1713267443.106072,1713267443.561693
1713267451.732138,1713267452.185579
1713267460.276518,1713267460.730561
1713267468.786053,1713267469.241198
1713267477.375322,1713267477.828829
1713267485.863074,1713267486.317736
1713267494.414296,1713267494.865328
1713267502.987815,1713267503.441178
1713267511.540810,1713267511.993257
1713267520.208926,1713267520.661470
1713267528.745958,1713267529.197439
1713267537.212128,1713267537.666069
1713267545.818694,1713267546.274325
1713267554.372315,1713267554.825266
1713267562.950090,1713267563.406418
1713267571.509855,1713267571.964919
1713267580.046758,1713267580.501347
1713267588.586358,1713267589.042019
1713267597.134535,1713267597.589469
1713267605.765839,1713267606.217494
1713267614.338003,1713267614.789912
1713267622.918650,1713267623.378394
1713267631.446948,1713267631.901241
1713267640.017401,1713267640.468963
1713267648.529428,1713267648.984797
1713267657.069146,1713267657.521125
1713267665.684898,1713267666.135961
1713267674.211795,1713267674.664848
1713267682.755358,1713267683.209794
1713267691.345651,1713267691.802747
1713267699.991429,1713267700.446280
1713267708.546272,1713267709.003104
1713267717.164600,1713267717.617491
1713267725.658853,1713267726.114749
1713267734.206208,1713267734.661364
1713267742.801816,1713267743.253581
1713267751.440151,1713267751.893852
1713267760.001886,1713267760.453273
1713267768.494108,1713267768.950208
1713267777.071911,1713267777.524820
1713267785.607356,1713267786.062614
1713267794.222079,1713267794.674269
1713267802.768280,1713267803.221691
1713267811.271738,1713267811.724446
1713267819.755004,1713267820.209678
1713267828.357960,1713267828.809758
1713267836.867578,1713267837.320747
1713267845.551378,1713267846.006848
1713267854.107812,1713267854.561769
1713267862.613784,1713267863.070358
1713267871.114006,1713267871.569142
1713267879.673147,1713267880.126196
1713267888.293952,1713267896.775093,1713267897.230604
1713267905.341573,1713267905.793740
1713267913.854269,1713267914.304687
1713267922.431548,1713267922.886343
1713267931.009175,1713267931.462496
1713267939.564638,1713267940.017957
1713267948.183306,1713267948.638189
1713267956.690801,1713267957.148779
1713267965.239647,1713267965.692666
1713267973.684604,1713267974.137418
