pathUPMF,pathSMF,ueUPMF,ueSMF
10.424,0.15700000000000003,464.19812202453613,453.8750648498535
10.465,0.1980000000000004,461.80511474609375,453.08995246887207
10.613,0.19400000000000084,462.3918628692627,453.4778594970703
10.478,0.2759999999999998,464.1449546813965,452.29387283325195
10.687,0.18299999999999983,463.7010192871094,463.34385871887207
10.733,0.22600000000000087,468.48894119262695,454.3030261993408
10.482,0.26500000000000057,463.0460834503174,451.86781883239746
10.484,0.15300000000000047,460.41799545288086,451.5259265899658
10.425,0.16000000000000014,464.39600944519043,457.05509185791016
10.567,0.15700000000000003,461.0631561279297,458.04381370544434
10.587,0.16699999999999982,463.2041549682617,451.73001289367676
10.536,0.15300000000000047,465.2578926086426,453.45401763916016
10.458,0.16499999999999915,464.7441005706787,453.1841278076172
10.491,0.1869999999999994,461.7230987548828,451.40910148620605
10.557,0.19299999999999962,461.75695419311523,455.7631015777588
10.596,0.17300000000000004,463.0789852142334,454.7569751739502
10.428,0.18200000000000038,466.6171169281006,453.9618492126465
10.682,0.1880000000000006,462.8849124908447,450.272798538208
10.433,0.24900000000000055,465.1560878753662,454.664945602417
10.68,0.22199999999999953,465.4181098937988,454.4379711151123
10.474,0.1850000000000005,460.3328800201416,451.8849849700928
10.44,0.16000000000000014,462.5439739227295,464.39099311828613
10.677,0.15700000000000003,466.8319320678711,451.3728618621826
10.727,0.1869999999999994,464.226016998291,452.7099132537842
10.474,0.1509999999999998,467.20696449279785,456.0730457305908
10.757,0.1509999999999998,468.4381580352783,454.0858268737793
10.438,0.16300000000000026,467.28302001953125,454.10609245300293
10.55,0.16300000000000026,463.36318016052246,455.26981353759766
10.668,0.1899999999999995,460.7789611816406,456.6688537597656
10.381,0.1869999999999994,462.64291763305664,451.3239860534668
10.585,0.15399999999999991,462.97980308532715,452.4979591369629
10.457,0.16300000000000026,463.98902893066406,458.07886123657227
10.393,0.15399999999999991,462.81410217285156,451.39503479003906
10.477,0.1999999999999993,466.43115043640137,454.67495918273926
10.499,0.17900000000000027,464.2238712310791,452.55398750305176
10.564,0.15300000000000047,464.042911529541,452.73590087890625
10.499,0.15499999999999936,466.33792877197266,449.4590759277344
10.642,0.16300000000000026,462.44693756103516,452.6529312133789
10.49,0.15600000000000058,462.1210193634033,452.96502113342285
10.475,0.15000000000000036,464.93388175964355,453.9628028869629
10.741,0.15499999999999936,464.8377990722656,450.44517517089844
10.431,0.1769999999999996,461.54500007629395,458.575963973999
10.602,0.18599999999999994,466.5739631652832,458.16683769226074
10.511,0.17099999999999937,462.61597633361816,457.44895935058594
10.486,0.27999999999999936,467.50904083251953,453.5689353942871
10.538,0.16000000000000014,464.39600944519043,450.9141445159912
10.426,0.27200000000000024,466.3281536102295,450.27995109558105
10.471,0.16499999999999915,461.7672061920166,455.8370113372803
10.625,0.2919999999999998,465.2760124206543,448.5158920288086
10.587,0.15600000000000058,466.05993270874023,451.08604431152344
10.45,0.2889999999999997,460.78516006469727,453.4730911254883
10.467,0.16699999999999982,466.7270278930664,454.64015007019043
10.522,0.2110000000000003,463.4411430358887,453.28497886657715
10.499,0.17900000000000027,461.3871669769287,453.64999771118164
10.535,0.15799999999999947,462.9609680175781,451.53093338012695
10.679,0.1609999999999996,463.2179832458496,452.06499099731445
10.681,0.2989999999999995,463.0529975891113,453.3519744873047
10.429,0.15700000000000003,462.6510238647461,452.5799751281738
10.474,0.14899999999999913,465.47008514404297,451.6909122467041
10.541,0.2699999999999996,464.7090530395508,456.9869041442871
10.42,0.2530000000000001,463.8111686706543,451.801061630249
10.488,0.15600000000000058,462.73399353027344,452.8031349182129
10.545,0.16600000000000037,462.12602615356445,454.0228843688965
10.54,0.18399999999999928,465.89590072631836,450.8841037750244
10.436,0.18200000000000038,463.1369209289551,454.5249938964844
10.387,0.19200000000000017,465.9519290924072,450.2990245819092
10.377,0.17800000000000082,464.2529582977295,452.06212997436523
10.493,0.1590000000000007,461.56192779541016,452.23021507263184
10.442,0.2699999999999996,464.6618461608887,450.4528045654297
10.415,0.1750000000000007,465.3689956665039,452.5160789489746
10.557,0.1590000000000007,466.3899040222168,451.84898376464844
10.612,0.18599999999999994,462.68917083740234,446.99597358703613
10.572,0.15300000000000047,464.15806770324707,449.8879909515381
10.435,0.16300000000000026,461.63512229919434,457.5181007385254
10.439,0.17900000000000027,475.9590721130371,466.0837650299072
10.4,0.15300000000000047,464.1058540344238,449.9650001525879
10.719,0.14400000000000013,463.8099765777588,454.48803901672363
10.724,0.2159999999999993,469.19203758239746,456.81095123291016
10.512,0.17300000000000004,465.0001621246338,452.46100425720215
10.58,0.1620000000000008,465.1050662994385,452.6839256286621
10.392,0.25099999999999945,463.3209800720215,449.8109817504883
10.436,0.17999999999999972,463.2179832458496,458.6160182952881
10.523,0.15600000000000058,460.07801055908203,452.0699977874756
10.589,0.16600000000000037,464.07700538635254,452.03089714050293
10.496,0.13599999999999923,465.9168815612793,453.6700248718262
10.584,0.15600000000000058,462.77976989746094,468.189001083374
10.453,0.16300000000000026,462.89111137390137,458.93311500549316
10.565,0.2010000000000005,462.70800590515137,455.5389881134033
10.453,0.16300000000000026,461.7979621887207,452.2550106048584
10.461,0.16499999999999915,460.0429630279541,455.65009117126465
10.467,0.18099999999999916,463.3519744873047,456.15506172180176
10.502,0.19400000000000084,464.67400550842285,452.3770809173584
10.542,0.1850000000000005,466.9981098175049,454.8039436340332
10.438,0.14899999999999913,464.2989730834961,453.6631107330322
10.536,0.15600000000000058,463.14979553222656,449.37801361083984
10.61,0.15000000000000036,464.5891284942627,452.4199962615967
10.607,0.16499999999999915,465.81507682800293,456.41207695007324
