pathUPMF,pathSMF,ueUPMF,ueSMF
10.467,0.3100000000000005,462.1670341491699,449.6121406555176
10.457,0.19500000000000028,469.7439765930176,450.0010013580322
10.413,0.26099999999999923,463.1440734863281,449.48601722717285
10.548,0.2010000000000005,462.1899223327637,454.83899116516113
10.534,0.16600000000000037,464.85496520996094,450.49595832824707
10.431,0.1899999999999995,461.8160820007324,451.7350196838379
10.475,0.15700000000000003,465.05690574645996,452.00109481811523
10.373,0.16699999999999982,465.15894889831543,450.75297355651855
10.502,0.15000000000000036,465.51085472106934,446.8979835510254
10.562,0.25099999999999945,464.4541835784912,451.25389099121094
10.755,0.1639999999999997,464.0119171142578,452.87489891052246
10.472,0.2789999999999999,462.1780014038086,453.52792739868164
10.707,0.1620000000000008,465.4128646850586,454.64301109313965
10.388,0.2400000000000002,462.0888328552246,451.65419578552246
10.633,0.1620000000000008,464.9598693847656,451.45487785339355
10.487,0.16300000000000026,464.4360637664795,460.6781005859375
10.55,0.16300000000000026,465.40904998779297,451.89785957336426
10.406,0.18200000000000038,465.2609920501709,454.37002182006836
10.616,0.26500000000000057,465.7220935821533,455.7530879974365
10.517,0.14899999999999913,463.86409759521484,453.27115058898926
10.47,0.19400000000000084,463.83381843566895,452.2850513458252
10.483,0.1639999999999997,465.064058303833,453.0220031738281
10.423,0.1850000000000005,466.32004737854004,456.91585540771484
10.485,0.17800000000000082,463.9761543273926,455.0960063934326
10.602,0.16499999999999915,463.5701274871826,454.4100761413574
10.628,0.2599999999999998,463.95708084106445,453.70006561279297
10.665,0.1620000000000008,461.90906524658203,452.65698432922363
10.502,0.19500000000000028,463.0489444732666,451.14684104919434
10.622,0.15799999999999947,461.915979385376,452.862024307251
10.453,0.16499999999999915,462.3921012878418,452.4238109588623
10.431,0.16300000000000026,,456.76612854003906
10.548,0.15000000000000036,460.00195503234863,472.959041595459
10.419,0.14899999999999913,465.6879997253418,456.3310146331787
10.603,0.15600000000000058,463.4108638763428,460.18290519714355
10.704,0.25099999999999945,461.9791603088379,454.12302017211914
10.413,0.16300000000000026,461.7650604248047,450.5741596221924
10.39,0.1869999999999994,462.908992767334,448.8239288330078
10.499,0.28999999999999915,463.5069465637207,455.6548595428467
10.481,0.1609999999999996,459.13291931152344,461.06791496276855
10.447,0.16600000000000037,463.33194732666016,455.9800624847412
10.541,0.1509999999999998,465.14512062072754,451.13587379455566
10.437,0.19599999999999973,465.7938575744629,451.0071277618408
10.56,0.16600000000000037,464.79488372802734,457.0639133453369
10.532,0.1509999999999998,471.6248607635498,453.22394371032715
10.561,0.1509999999999998,462.7900218963623,456.32004737854004
10.443,0.1460000000000008,465.8830261230469,451.79104804992676
10.477,0.24200000000000088,459.6340751647949,452.40116119384766
10.63,0.2729999999999997,463.3190727233887,457.7648639678955
10.485,0.16300000000000026,464.55098152160645,450.0300884246826
10.407,0.27399999999999913,461.0321617126465,449.04303550720215
10.448,0.15499999999999936,464.8830986022949,455.21092414855957
10.517,0.1899999999999995,462.178955078125,452.73613929748535
10.555,0.1769999999999996,462.7590274810791,450.6258964538574
10.548,0.15799999999999947,465.0809860229492,459.25402641296387
10.623,0.1869999999999994,465.55686950683594,456.1159610748291
10.549,0.15000000000000036,463.51409912109375,448.44603538513184
10.476,0.20199999999999996,465.6307792663574,453.00793647766113
10.399,0.15600000000000058,466.0999870300293,453.3669948577881
10.471,0.20199999999999996,462.8050422668457,452.3310661315918
10.461,0.24799999999999933,461.4808654785156,452.3341655731201
10.633,0.17999999999999972,489.83503341674805,453.3209800720215
10.401,0.1739999999999995,467.7939510345459,452.1160125732422
10.376,0.15300000000000047,463.68504524230957,455.9619426727295
10.673,0.15399999999999991,464.3001651763916,455.75404167175293
10.455,0.1850000000000005,460.7870674133301,453.48596572875977
10.478,0.19299999999999962,463.1688690185547,453.33409309387207
10.396,0.33200000000000074,466.27880096435547,451.19309425354004
10.545,0.15000000000000036,461.9369602203369,453.9210796356201
10.623,0.1460000000000008,463.0191421508789,451.2019157409668
10.408,0.16000000000000014,462.8169631958008,453.30095291137695
10.546,0.18399999999999928,465.0161361694336,453.81903648376465
10.51,0.15300000000000047,465.1208019256592,457.92508125305176
10.487,0.26500000000000057,466.56704902648926,452.0599842071533
10.479,0.15499999999999936,465.9938907623291,450.98185539245605
10.47,0.15300000000000047,464.46109771728516,456.3000202178955
10.6,0.19299999999999962,462.2418975830078,454.04982566833496
10.74,0.15799999999999947,464.8618793487549,454.15210723876953
10.492,0.19699999999999918,466.19893074035645,453.5949230194092
10.602,0.15700000000000003,467.9780101776123,457.1361541748047
10.605,0.15799999999999947,464.8509120941162,457.9648971557617
10.451,0.18399999999999928,461.6150951385498,450.390100479126
10.427,0.3019999999999996,460.6220817565918,450.29687881469727
10.471,0.17600000000000016,462.6040554046631,450.10900497436523
10.63,0.18299999999999983,461.69711112976074,455.08790016174316
10.569,0.15199999999999925,465.6608200073242,449.82004165649414
10.532,0.26900000000000013,464.2369842529297,453.58991622924805
10.435,0.17900000000000027,468.4660530090332,451.8749713897705
10.486,0.15600000000000058,462.4049758911133,452.3031711578369
10.595,0.15199999999999925,464.29301261901855,452.6329040527344
10.645,0.1769999999999996,462.3649215698242,451.18188858032227
10.502,0.19100000000000072,465.62100410461426,452.2528648376465
10.478,0.1899999999999995,465.1360607147217,448.64892959594727
10.42,0.17900000000000027,463.4749984741211,453.27186584472656
10.453,0.1479999999999997,466.7239284515381,448.75502586364746
10.734,0.22100000000000009,462.95095443725586,461.49587631225586
10.57,0.26500000000000057,463.94110679626465,457.7789306640625
10.68,0.17300000000000004,467.0960998535156,451.8849849700928
10.536,0.15399999999999991,461.65491104125977,450.6568908691406
10.661,0.15700000000000003,465.3229808807373,456.7129611968994
10.533,0.15199999999999925,465.5931091308594,452.3940086364746
10.63,0.16900000000000048,463.89604568481445,457.08417892456055
10.388,0.17900000000000027,463.0191421508789,450.4549503326416
10.554,0.15300000000000047,465.1420211791992,454.0278911590576
